0,171,70,-40,0,0,0,0,0,8
0.5,171,70.0,-40.0,-0.20806725976114887,0.9781145206035369,-0.41613451952229774,1.9562290412070737,1.7803948841694286,8
1.0,171,69.89596637011942,-39.51094273969823,-0.41613451952229774,1.9562290412070737,-0.41613451952229774,1.9562290412070737,1.7803948841694286,8
1.5,171,69.68789911035827,-38.5328282190947,-0.6242017792834466,2.9343435618106106,-0.4161345195222977,1.9562290412070735,1.7803948841694286,8
2.0,171,69.37579822071655,-37.06565643818939,-0.8322690390445954,3.9124580824141475,-0.4161345195222976,1.9562290412070737,1.7803948841694286,8
2.5,171,68.95966370119424,-35.10942739698232,-0.8322690390445953,3.9124580824141475,-0.4161345195222973,1.9562290412070735,1.7803948841694284,8
3.0,171,68.54352918167194,-33.153198355775245,-0.832269039044595,3.9124580824141475,-0.4161345195222971,1.956229041207074,1.7803948841694284,8
3.5,171,68.12739466214964,-31.19696931456817,-0.8322690390445947,3.9124580824141475,-0.4161345195222967,1.9562290412070737,1.7803948841694284,8
4.0,171,67.71126014262734,-29.240740273361098,-0.8322690390445944,3.9124580824141475,-0.4161345195222964,1.956229041207074,1.7803948841694281,8
4.5,171,67.29512562310504,-27.284511232154024,-0.8322690390445938,3.9124580824141475,-0.41613451952229596,1.956229041207074,1.7803948841694281,8
5.0,171,66.87899110358273,-25.32828219094695,-0.8322690390445933,3.9124580824141475,-0.41613451952229547,1.956229041207074,1.780394884169428,8
5.5,171,66.46285658406043,-23.372053149739877,-0.8407654416757551,3.9106410564105434,-0.43735569152128695,1.9515942198863825,1.7825670154794824,8
6.0,171,66.04247386322255,-21.416732621534607,-0.8732904724374332,3.9035065967345313,-0.5013926456168389,1.9361315593010067,1.7908916196143776,8
6.5,171,65.60582862700383,-19.46497932316734,-0.9254989666343039,3.8914588090790367,-0.5663357138645233,1.9181407297697324,1.8042868589306391,8
7.0,171,65.14307914368668,-17.51924991862782,-0.9934397111475598,3.874671281581839,-0.6310794338736487,1.8978247411554405,1.8217830920746236,8
7.5,171,64.64635928811289,-15.581914277836901,-1.073519478117346,3.8532526429112663,-0.6946110682194636,1.875504055955896,1.8425071317101023,8
8.0,171,64.10959954905422,-13.655287956381269,-1.1624786454078895,3.8273546215330816,-0.7560341069725569,1.8515972642813578,1.865670714118101,8
8.5,171,63.52836022635028,-11.741610645614728,-1.2573797549645573,3.797235330053336,-0.814589539214967,1.826593518712236,1.8905628617345986,8
9.0,171,62.899670348868,-9.84299298058806,-1.3556060101453844,3.7632874385645474,-0.8696706657283797,1.80101997023119,1.9165453849406435,8
9.5,171,62.22186734379531,-7.961349261305786,-1.4548647798974153,3.72603924727237,-0.9208290089525197,1.7754081041471903,1.9430505603382362,8
10.0,171,61.4944349538466,-6.098329637669601,-1.5531909640669144,3.6861358940143387,-0.9677708015784899,1.75026274473638,1.9695799974620518,8
10.5,171,60.71783947181314,-4.255261690662432,-1.6489460076745202,3.6443074875446864,-1.010345179771493,1.72603667913301,1.9957038191356562,8
11.0,171,59.89336646797588,-2.4331079468900887,-1.7408099053074109,3.6013304310467817,-1.0485262826996804,1.7031126311809184,2.0210594819303354,8
11.5,171,59.02296151532217,-0.6324427313666978,-1.827765240480782,3.5579873841387117,-1.0823918801057208,1.6817930365776887,2.045349801742825,8
12.0,171,58.10907889508178,1.146550960702658,-1.9090737958589354,3.5150301907614905,-1.1121010083923057,1.662297009301532,2.0683399818727346,8
12.5,171,57.154541997152315,2.904066056083403,-1.984247329292164,3.4731487926947375,-1.1378725907999496,1.6447631948418016,2.089853636334755,8
13.0,171,56.162418332506235,4.640640452430771,-2.068915112183793,3.423388709827957,-1.1975461457013876,1.6018374539620903,2.114406110530308,8
13.5,171,55.12796077641434,6.35233480734475,-2.2110108478224415,3.3333813209429684,-1.3700432358450958,1.457045480386628,2.1564601666839263,8
14.0,171,54.02245535250312,8.019025467816235,-2.416245775213366,3.1877509867873237,-1.5701875254512085,1.2387538637346043,2.2193839645464988,8
14.5,171,52.81433246489644,9.612900961209897,-2.6872152495755754,2.962916502780407,-1.7788553669869966,0.9141518382312412,2.307437618320481,8
15.0,171,51.47072484010865,11.0943592126001,-3.014100668612751,2.6296762461314827,-1.946132604207666,0.4610508506009814,2.4242041848169857,8
15.5,171,49.963674505802274,12.40919733566584,-3.362995513742188,2.165701081532241,-1.9979433319123479,-0.09067768450387977,2.569461228603927,8
16.0,171,48.28217674893118,13.492047876431961,-3.6772938133825055,1.5740108671984299,-1.894286968982107,-0.6416205102274878,2.7371540507845467,8
16.5,171,46.443529842239926,14.279053310031177,-3.900269161843392,0.8876375753501229,-1.674877091503693,-1.0930630029216661,2.917820400490548,8
17.0,171,44.49339526131823,14.722872097706238,-3.996973144854841,0.1555817447813268,-1.4117343467826888,-1.4166884393239236,3.1026874035196155,8
17.5,171,42.49490868889081,14.800662970096901,-3.953445651260246,-0.608496082593345,-1.048751779531572,-1.7029737828074043,-2.9888757021107484,8
18.0,171,40.51818586326068,14.49641492880023,-3.786109591786158,-1.290493765573802,-0.9014484310708423,-1.7853265040658297,-2.813092822068741,8
18.5,171,38.625131067367604,13.851168046013328,-3.532323484847769,-1.876883267119432,-0.7638960488297354,-1.8483676113214922,-2.6531844290143187,8
19.0,171,36.85896932494372,12.912726412453612,-3.2265874070115865,-2.3641348745184243,-0.6431479486243233,-1.893768918368956,-2.509252912683127,8
19.5,171,35.245675621437925,11.7306589751944,-2.898587731077153,-2.7564813014510006,-0.5429731776181149,-1.92488444546349,-2.3813182381482854,8
